Timestamp,Temperature (°C),Pressure (bar),Vibration_X,Vibration_Y,Vibration_Z,Humidity (%),RPM,Sound (dB),Current (A),Equipment Type,Location,Overheating,Misalignment,Bearing Failure,Imbalance,Electrical Issue
2023-01-03 05:00:00,66.12,1.41,0.539,0.671,0.402,3.42,70.16,68.68,5.65,Centrifugal,Plant A,0,0,0,0,1
2023-01-03 06:00:00,70.31,1.1,0.296,0.568,0.392,7.52,68.25,69.81,4.61,Centrifugal,Plant A,0,0,0,0,0
2023-01-03 07:00:00,69.31,1.25,0.541,0.8,0.593,7.54,74.52,61.89,5.89,Centrifugal,Plant A,0,0,0,0,0
2023-01-03 08:00:00,51.61,1.36,0.792,0.515,0.516,6.49,71.09,58.78,7.53,Axial,Plant B,0,0,0,0,0
2023-01-03 09:00:00,56.91,1.76,0.59,0.705,0.442,7.63,74.54,63.9,4.64,Axial,Plant C,0,0,0,0,0
2023-01-03 10:00:00,63.31,1.58,0.692,1.028,0.537,7.06,68.43,75.19,5.8,Centrifugal,Plant C,0,0,0,0,0
2023-01-03 11:00:00,69.76,1.56,0.453,0.62,0.302,7.14,76.63,69.67,4.25,Axial,Plant C,0,0,0,0,0
2023-01-03 12:00:00,55.21,1.76,0.65,0.51,0.521,5.85,69.17,70.99,4.89,Exhaust,Plant B,0,0,0,0,0
2023-01-03 13:00:00,58.14,1.46,0.556,0.644,0.53,4.53,65.14,71.69,5.03,Axial,Plant B,0,0,0,0,0
2023-01-03 14:00:00,48.94,1.62,0.31,0.427,0.199,4.09,80.89,65.04,4.81,Centrifugal,Plant A,0,0,0,0,0
2023-01-03 15:00:00,48.04,1.47,0.564,0.978,0.699,4.64,60.88,74.94,7.46,Exhaust,Plant B,0,0,0,0,0
2023-01-03 16:00:00,68.13,1.58,0.302,0.536,0.324,6.14,66.31,64.84,4.69,Axial,Plant A,0,1,0,0,0
2023-01-03 17:00:00,73.56,1.33,0.373,0.445,0.518,3.86,66.86,75.03,5.59,Centrifugal,Plant B,0,0,0,0,0
2023-01-03 18:00:00,59.28,0.77,0.538,0.333,0.733,4.29,82.54,70.21,3.07,Exhaust,Plant A,0,0,0,1,0
2023-01-03 19:00:00,70.04,1.46,0.559,0.719,0.685,5.34,79.03,59.05,5.43,Exhaust,Plant B,0,0,0,0,0
2023-01-03 20:00:00,63.62,1.93,0.262,0.673,0.507,4.17,77.47,64.26,6.14,Exhaust,Plant C,0,0,0,0,0
2023-01-03 21:00:00,53.55,1.78,0.711,0.401,0.428,5.94,68.35,59.08,4.47,Axial,Plant A,0,0,0,0,0
2023-01-03 22:00:00,63.61,1.79,0.614,0.615,0.69,7.62,82.13,73.82,2.49,Exhaust,Plant B,0,0,0,0,0
2023-01-03 23:00:00,75.38,1.87,0.359,0.198,0.635,6.74,71.84,67.88,4.96,Axial,Plant B,0,0,0,1,0
2023-01-04 00:00:00,59.64,1.53,0.192,0.537,0.376,6.33,74.89,56.86,5.02,Centrifugal,Plant A,0,0,0,0,0
2023-01-04 01:00:00,75.65,1.56,0.471,0.591,0.341,5.91,70.9,69.88,5.72,Axial,Plant B,0,0,0,0,0
2023-01-04 02:00:00,33.8,1.31,0.411,0.841,0.086,5.44,69.75,65.31,7.01,Axial,Plant C,0,0,0,0,0
2023-01-04 03:00:00,68.22,1.41,0.523,0.346,0.531,3.93,68.74,60.58,4.62,Centrifugal,Plant A,0,0,0,0,0
2023-01-04 04:00:00,60.87,1.68,0.427,0.244,0.483,7.47,68.95,76.39,4.14,Axial,Plant A,0,0,0,0,0
2023-01-04 05:00:00,57.01,1.86,0.099,0.321,0.727,4.24,73.04,68.54,3.83,Axial,Plant A,0,0,0,0,0
2023-01-04 06:00:00,60.92,1.46,0.422,0.233,0.572,3.46,71.84,66.53,5.2,Centrifugal,Plant A,0,0,0,0,0
2023-01-04 07:00:00,40.12,1.36,0.439,0.767,0.767,6.75,69.84,66.0,5.48,Exhaust,Plant A,0,0,0,0,0
2023-01-04 08:00:00,57.8,1.5,0.627,0.81,0.361,3.88,77.55,60.43,4.45,Centrifugal,Plant C,0,0,0,0,0
2023-01-04 09:00:00,63.57,1.68,0.36,0.564,0.728,4.86,55.17,61.48,5.78,Exhaust,Plant A,0,0,0,0,0
2023-01-04 10:00:00,74.78,1.07,0.836,0.744,0.394,3.14,72.55,74.42,5.47,Axial,Plant C,0,1,0,0,0
2023-01-04 11:00:00,54.82,0.81,0.118,0.527,0.656,3.69,73.59,65.63,5.04,Centrifugal,Plant C,0,0,0,0,0
2023-01-04 12:00:00,51.92,1.33,0.762,0.481,0.208,3.87,75.73,68.11,4.1,Exhaust,Plant C,0,0,0,0,0
2023-01-04 13:00:00,54.98,1.13,0.455,0.433,0.547,3.27,69.68,57.78,4.52,Axial,Plant A,0,0,0,0,0
2023-01-04 14:00:00,69.15,1.35,0.672,0.438,0.103,6.28,71.04,61.41,2.57,Axial,Plant C,0,0,0,0,0
2023-01-04 15:00:00,63.29,1.46,0.516,0.19,0.447,7.19,74.93,71.05,5.24,Axial,Plant A,0,0,0,1,0
2023-01-04 16:00:00,54.7,1.36,0.728,0.553,0.588,4.87,77.46,69.89,5.03,Exhaust,Plant C,0,0,0,0,0
2023-01-04 17:00:00,65.13,1.94,0.423,0.492,0.396,7.37,68.5,76.77,5.19,Exhaust,Plant A,0,0,0,0,0
2023-01-04 18:00:00,60.97,1.6,0.28,0.649,0.29,4.07,71.33,74.71,5.5,Exhaust,Plant B,0,0,0,0,0
2023-01-04 19:00:00,69.69,1.59,0.784,0.519,0.669,4.63,78.39,66.85,5.39,Axial,Plant B,0,0,0,0,0
2023-01-04 20:00:00,52.98,1.69,0.477,0.467,0.479,3.75,59.38,70.36,4.89,Exhaust,Plant C,0,0,1,0,0
2023-01-04 21:00:00,56.72,1.16,0.544,0.326,0.402,6.1,66.55,66.42,5.05,Centrifugal,Plant B,0,0,0,0,0
2023-01-04 22:00:00,56.08,1.81,0.747,0.514,0.508,5.1,77.33,78.27,3.6,Exhaust,Plant C,1,0,0,0,0
2023-01-04 23:00:00,45.36,1.48,0.294,0.648,1.027,6.07,75.46,73.75,4.42,Exhaust,Plant C,0,0,0,0,0
2023-01-05 00:00:00,62.96,1.7,0.619,0.271,0.731,6.81,72.61,68.85,5.05,Axial,Plant C,0,0,0,0,0
2023-01-05 01:00:00,62.61,1.18,0.382,0.517,0.733,5.73,67.76,69.0,4.26,Centrifugal,Plant B,0,1,0,0,0
2023-01-05 02:00:00,60.05,1.03,0.474,0.547,0.587,6.14,65.59,75.22,5.86,Centrifugal,Plant C,0,0,0,0,0
2023-01-05 03:00:00,57.65,1.75,0.514,0.356,0.533,7.68,67.04,70.9,4.34,Centrifugal,Plant B,0,0,0,0,0
2023-01-05 04:00:00,45.85,1.61,0.2,0.382,0.021,4.5,77.74,75.79,5.22,Exhaust,Plant B,0,0,0,0,0
2023-01-05 05:00:00,55.79,1.23,0.344,0.546,0.364,4.8,66.86,57.03,5.12,Axial,Plant A,0,0,0,0,0
2023-01-05 06:00:00,56.57,1.24,0.77,0.273,0.404,6.59,70.51,70.31,5.75,Exhaust,Plant B,0,0,0,0,0
2023-01-05 07:00:00,51.98,1.84,0.677,0.57,0.125,6.06,66.23,65.42,5.9,Axial,Plant A,0,0,0,0,0
2023-01-05 08:00:00,58.39,1.14,0.487,0.321,0.269,3.89,74.21,76.78,5.69,Centrifugal,Plant C,0,0,0,0,0
2023-01-05 09:00:00,64.04,1.99,0.549,0.713,0.104,4.88,67.31,75.73,2.89,Exhaust,Plant C,1,0,0,0,0
2023-01-05 10:00:00,78.86,1.23,0.441,0.968,0.492,5.34,69.51,68.16,6.19,Axial,Plant A,0,0,1,0,0
2023-01-05 11:00:00,61.75,1.69,0.771,0.328,0.664,5.1,61.58,75.68,6.53,Exhaust,Plant C,0,1,0,0,0
2023-01-05 12:00:00,62.58,1.4,0.46,0.607,0.721,3.89,61.93,76.92,4.52,Axial,Plant A,0,0,0,0,0
2023-01-05 13:00:00,59.26,1.68,0.546,0.355,0.583,7.62,70.04,68.37,5.24,Centrifugal,Plant A,0,0,0,0,0
2023-01-05 14:00:00,40.81,1.34,0.729,0.708,0.307,6.81,63.37,80.36,4.11,Exhaust,Plant C,0,0,0,1,0
2023-01-05 15:00:00,59.73,1.45,0.345,0.247,0.114,5.41,80.53,67.84,3.05,Centrifugal,Plant A,0,0,0,0,0
2023-01-05 16:00:00,60.6,1.51,0.812,0.596,0.149,6.4,59.69,66.93,4.26,Exhaust,Plant A,0,0,0,0,1
2023-01-05 17:00:00,84.63,1.2,0.194,0.325,0.246,7.49,66.0,72.33,4.46,Exhaust,Plant A,0,0,0,1,0
2023-01-05 18:00:00,58.08,1.72,0.826,0.459,0.322,3.68,70.08,66.23,4.65,Axial,Plant C,0,0,0,1,0
2023-01-05 19:00:00,63.02,1.35,0.425,0.294,0.468,4.25,68.17,68.43,4.04,Axial,Plant C,0,0,0,0,0
2023-01-05 20:00:00,59.65,1.43,0.451,0.664,0.297,5.71,64.48,75.05,4.27,Axial,Plant C,0,0,0,0,0
2023-01-05 21:00:00,48.31,1.2,0.122,0.333,0.568,7.0,65.21,68.1,4.99,Centrifugal,Plant C,0,0,0,0,0
2023-01-05 22:00:00,71.43,0.73,0.409,0.61,0.454,3.18,65.05,59.52,4.23,Centrifugal,Plant C,0,0,0,0,0
2023-01-05 23:00:00,67.52,1.44,0.292,0.431,0.502,7.92,68.57,69.84,5.54,Exhaust,Plant B,0,0,0,0,0
2023-01-06 00:00:00,67.91,2.22,0.378,0.477,0.728,5.27,79.76,64.52,5.68,Axial,Plant B,0,0,0,0,0
2023-01-06 01:00:00,50.91,1.74,0.473,0.53,0.264,4.8,70.39,72.33,7.38,Centrifugal,Plant A,0,0,0,0,0
2023-01-06 02:00:00,74.03,1.49,0.692,0.348,0.584,4.46,75.91,71.48,6.13,Exhaust,Plant B,0,0,0,0,0
2023-01-06 03:00:00,45.98,1.42,0.542,0.542,0.497,3.87,72.53,75.36,5.24,Centrifugal,Plant C,0,1,0,0,0
2023-01-06 04:00:00,65.87,1.51,0.562,0.806,0.433,6.96,75.57,72.54,4.38,Exhaust,Plant C,0,0,0,0,0
2023-01-06 05:00:00,81.9,1.66,0.281,0.344,0.677,7.78,56.0,73.45,5.29,Axial,Plant C,0,1,0,0,0
2023-01-06 06:00:00,50.09,1.15,0.324,0.734,0.676,5.07,68.48,64.65,5.33,Exhaust,Plant A,1,0,0,0,0
2023-01-06 07:00:00,54.34,1.83,0.86,0.8,0.311,7.76,76.54,72.02,4.49,Exhaust,Plant A,0,0,0,0,0
2023-01-06 08:00:00,61.0,1.71,0.353,0.337,0.464,7.12,67.14,77.84,5.78,Axial,Plant A,0,0,0,1,0
2023-01-06 09:00:00,54.97,1.72,0.831,0.209,0.556,5.41,78.81,64.56,3.6,Axial,Plant A,0,0,0,0,0
2023-01-06 10:00:00,44.49,1.63,0.451,0.56,0.445,6.37,77.42,77.0,4.76,Exhaust,Plant A,0,0,0,0,0
2023-01-06 11:00:00,60.69,1.51,0.5,0.391,0.617,5.17,67.65,65.25,5.56,Centrifugal,Plant A,0,1,0,0,0
2023-01-06 12:00:00,49.38,1.7,0.714,0.874,0.556,5.79,67.48,63.74,4.71,Axial,Plant B,0,0,0,0,0
2023-01-06 13:00:00,64.74,1.68,0.754,0.507,0.867,3.29,64.93,69.48,4.79,Exhaust,Plant C,0,0,0,0,0
2023-01-06 14:00:00,50.81,1.39,0.478,0.34,0.194,6.48,66.85,71.58,4.86,Axial,Plant B,0,0,0,0,0
2023-01-06 15:00:00,75.5,1.33,0.422,0.271,0.476,3.26,63.84,72.56,4.16,Axial,Plant A,0,1,0,0,0
2023-01-06 16:00:00,52.17,1.53,0.489,0.718,0.318,7.09,72.14,63.19,6.17,Centrifugal,Plant C,0,0,0,0,0
2023-01-06 17:00:00,56.78,1.96,0.568,0.386,0.621,7.12,62.72,70.17,3.98,Axial,Plant C,0,0,1,0,0
2023-01-06 18:00:00,68.14,1.13,0.678,0.509,0.177,4.19,73.02,64.57,5.32,Exhaust,Plant C,0,0,0,0,0
2023-01-06 19:00:00,47.69,1.06,0.501,0.691,0.569,4.62,73.14,60.56,5.41,Exhaust,Plant B,0,0,0,0,0
2023-01-06 20:00:00,62.27,1.55,0.624,0.403,0.374,5.41,61.69,63.36,4.05,Axial,Plant C,0,0,0,0,0
2023-01-06 21:00:00,73.07,1.52,0.828,0.491,0.353,5.98,77.75,64.25,5.07,Axial,Plant A,0,0,0,0,0
2023-01-06 22:00:00,43.93,1.55,0.576,0.497,0.211,4.44,72.57,70.61,4.09,Centrifugal,Plant A,0,0,0,0,1
2023-01-06 23:00:00,61.85,1.57,0.562,0.637,0.407,5.96,73.75,73.76,6.39,Centrifugal,Plant B,0,1,0,0,0
2023-01-07 00:00:00,62.6,1.43,0.196,0.618,0.717,4.49,66.21,60.63,3.86,Centrifugal,Plant B,0,0,0,0,0
2023-01-07 01:00:00,67.82,1.95,-0.026,0.456,0.495,3.28,73.11,69.76,4.35,Exhaust,Plant A,0,0,0,0,0
2023-01-07 02:00:00,47.63,1.02,0.578,0.513,0.626,3.01,75.63,62.12,3.78,Centrifugal,Plant B,1,0,0,0,0
2023-01-07 03:00:00,46.8,1.25,0.481,0.426,0.833,3.51,69.51,71.15,3.64,Exhaust,Plant C,1,0,0,0,0
2023-01-07 04:00:00,65.22,1.47,0.397,0.204,0.553,6.96,80.01,64.89,6.59,Centrifugal,Plant B,0,0,0,0,0
2023-01-07 05:00:00,62.97,1.01,0.549,0.552,0.388,7.81,70.22,62.74,5.54,Exhaust,Plant C,0,0,0,0,0
2023-01-07 06:00:00,62.5,1.45,0.488,0.878,0.593,5.13,75.7,72.0,5.14,Axial,Plant C,0,0,1,0,0
2023-01-07 07:00:00,63.46,2.0,0.726,0.323,0.391,5.56,71.47,65.07,4.34,Exhaust,Plant C,0,0,1,0,0
2023-01-07 08:00:00,53.2,1.51,0.517,0.345,0.399,3.73,72.93,66.42,5.91,Axial,Plant C,0,0,0,0,0
2023-01-07 09:00:00,62.32,1.57,0.351,0.326,0.196,5.76,61.64,56.9,4.18,Exhaust,Plant C,0,0,1,0,0
2023-01-07 10:00:00,62.93,1.12,0.698,0.645,0.685,3.72,71.86,72.73,5.79,Exhaust,Plant A,0,0,1,0,0
2023-01-07 11:00:00,52.86,1.32,0.457,0.59,0.423,6.06,66.33,72.1,4.13,Axial,Plant A,0,0,0,0,1
2023-01-07 12:00:00,78.66,1.39,0.605,0.468,0.536,7.67,65.77,68.03,4.36,Exhaust,Plant A,0,1,0,0,0
2023-01-07 13:00:00,64.74,1.4,0.405,0.316,0.293,3.98,78.72,60.36,5.76,Exhaust,Plant C,0,0,0,0,0
2023-01-07 14:00:00,48.09,1.88,0.37,0.518,0.587,6.82,68.93,74.05,5.86,Centrifugal,Plant B,0,0,0,0,1
2023-01-07 15:00:00,66.57,1.67,0.517,0.187,0.348,3.12,64.98,64.67,5.6,Axial,Plant B,0,0,0,0,0
2023-01-07 16:00:00,50.25,1.17,0.503,0.529,0.472,4.88,68.2,65.73,3.95,Axial,Plant C,0,0,0,0,0
2023-01-07 17:00:00,67.87,1.57,0.596,0.674,0.676,3.55,63.5,79.56,4.55,Centrifugal,Plant B,0,1,0,0,0
2023-01-07 18:00:00,71.59,1.65,0.446,0.25,0.658,4.76,77.17,64.48,5.16,Centrifugal,Plant C,0,0,0,0,0
2023-01-07 19:00:00,51.79,1.84,0.133,0.193,0.496,3.87,66.52,71.71,4.15,Axial,Plant B,0,0,0,0,0
2023-01-07 20:00:00,69.63,1.97,0.413,0.816,0.146,4.87,72.65,70.81,6.37,Axial,Plant C,0,0,0,0,0
2023-01-07 21:00:00,64.13,1.2,0.659,0.378,1.099,5.09,76.78,69.95,2.6,Axial,Plant B,0,0,0,0,0
2023-01-07 22:00:00,68.22,1.26,0.441,0.727,0.849,4.5,67.5,69.41,4.22,Centrifugal,Plant B,0,0,0,0,0
2023-01-07 23:00:00,78.97,1.12,0.451,0.469,0.645,6.28,72.66,69.88,4.49,Centrifugal,Plant A,0,0,0,0,0
2023-01-08 00:00:00,57.55,1.43,0.697,0.468,0.349,7.59,64.85,69.36,2.16,Exhaust,Plant B,0,0,0,1,0
2023-01-08 01:00:00,52.46,1.64,0.358,0.588,0.477,5.0,82.23,67.74,3.6,Centrifugal,Plant B,0,0,1,0,0
2023-01-08 02:00:00,51.1,1.8,0.191,0.323,0.391,3.96,74.68,75.56,5.63,Exhaust,Plant C,0,1,0,1,0
2023-01-08 03:00:00,51.84,1.48,0.468,0.526,0.753,4.35,69.04,61.44,5.03,Exhaust,Plant B,0,0,0,0,0
2023-01-08 04:00:00,59.23,1.4,0.403,0.424,0.553,7.27,66.14,73.11,6.57,Centrifugal,Plant B,0,0,0,0,1
2023-01-08 05:00:00,63.41,1.55,0.307,0.236,0.343,5.86,69.43,72.11,6.55,Centrifugal,Plant B,0,0,0,0,0
2023-01-08 06:00:00,62.77,1.25,0.465,0.567,0.406,5.28,68.3,71.49,5.43,Centrifugal,Plant B,0,0,0,0,0
2023-01-08 07:00:00,68.27,2.13,0.598,0.447,0.724,3.75,79.76,73.58,5.31,Centrifugal,Plant B,0,0,0,0,0
2023-01-08 08:00:00,60.13,1.02,0.498,0.469,0.82,5.25,63.87,67.54,5.07,Axial,Plant A,0,0,0,0,0
2023-01-08 09:00:00,74.54,1.56,0.561,0.258,0.806,4.39,70.67,58.66,2.34,Centrifugal,Plant B,0,0,0,0,0
2023-01-08 10:00:00,57.35,2.11,0.863,0.818,0.651,7.72,69.91,67.64,3.61,Exhaust,Plant C,0,0,0,0,0
2023-01-08 11:00:00,87.2,1.5,0.431,0.675,0.449,7.42,69.41,63.04,5.1,Exhaust,Plant C,0,0,0,0,0
2023-01-08 12:00:00,66.26,1.44,0.556,0.693,-0.148,3.42,69.46,64.34,5.62,Axial,Plant B,0,0,1,0,0
2023-01-08 13:00:00,51.43,1.39,0.398,0.439,0.559,5.58,69.42,61.79,5.29,Axial,Plant B,1,0,0,0,0
2023-01-08 14:00:00,49.29,1.45,0.331,0.154,0.5,4.13,74.37,65.61,4.11,Centrifugal,Plant B,0,0,0,0,0
2023-01-08 15:00:00,64.82,1.91,0.383,0.891,0.528,5.05,73.04,65.02,5.94,Axial,Plant A,0,0,0,0,0
2023-01-08 16:00:00,57.77,0.84,0.404,0.488,0.511,7.38,72.09,56.11,6.48,Centrifugal,Plant C,0,0,0,0,0
2023-01-08 17:00:00,67.14,1.96,0.572,0.35,0.235,5.64,54.83,71.5,5.94,Centrifugal,Plant A,1,0,0,0,0
2023-01-08 18:00:00,64.73,1.07,0.97,0.583,0.611,4.67,71.5,79.1,5.99,Axial,Plant A,0,0,0,0,0
2023-01-08 19:00:00,59.27,1.42,0.357,0.733,0.626,4.04,61.72,71.03,4.44,Axial,Plant B,1,0,0,0,0
2023-01-08 20:00:00,51.53,1.37,0.417,0.495,0.636,7.0,73.23,66.99,6.08,Exhaust,Plant B,0,0,0,0,0
2023-01-08 21:00:00,44.85,1.68,0.487,0.756,0.689,6.12,77.37,67.73,5.15,Axial,Plant C,0,0,1,0,0
2023-01-08 22:00:00,55.53,1.02,0.579,0.717,0.621,5.34,65.37,65.9,5.51,Axial,Plant B,0,0,0,0,0
2023-01-08 23:00:00,68.56,1.64,0.553,0.285,0.418,4.09,68.69,68.45,5.37,Axial,Plant C,0,0,0,0,0
2023-01-09 00:00:00,62.14,2.11,0.757,0.365,0.486,4.67,67.0,67.81,4.88,Exhaust,Plant A,0,0,0,1,0
2023-01-09 01:00:00,47.54,1.09,0.015,0.692,0.518,7.8,76.18,63.79,4.14,Centrifugal,Plant C,0,0,0,0,0
2023-01-09 02:00:00,61.73,1.56,0.023,-0.043,0.522,5.6,70.48,76.41,4.92,Exhaust,Plant C,0,0,0,0,0
2023-01-09 03:00:00,63.85,1.3,0.401,0.47,0.7,5.0,78.64,60.56,5.99,Axial,Plant C,0,1,0,0,0
2023-01-09 04:00:00,51.16,1.63,0.719,0.214,0.629,5.61,72.07,71.59,4.56,Axial,Plant A,0,0,0,0,0
2023-01-09 05:00:00,61.54,1.51,0.187,0.405,0.915,6.89,71.21,67.49,5.89,Axial,Plant A,0,0,0,0,0
